WKT,direccion,barrio,comuna,materiales,mas_info
POINT (-58.4597420462533 -34.6278227161982),RIVADAVIA AV. 6689,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4613829037137 -34.6283846953673),RIVADAVIA AV. 6805,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4654173579142 -34.6295070504811),RIVADAVIA AV. 7093,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4678979505596 -34.6301393008364),RIVADAVIA AV. 7257,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4720885274152 -34.6312670878696),RIVADAVIA AV. 7569,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.473134719774 -34.6315564937229),RIVADAVIA AV. 7661,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4739761060819 -34.631783666278),RIVADAVIA AV. 7731,FLORESTA,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4750529963391 -34.6323019101043),RIVADAVIA AV. 7850,FLORESTA,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4764168641308 -34.6326289093634),RIVADAVIA AV. 7982,FLORESTA,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4775562877359 -34.6329000883459),RIVADAVIA AV. 8086,FLORESTA,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4782921733728 -34.6328333500093),RIVADAVIA AV. 8143,FLORESTA,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.479924189452 -34.6334615920843),RIVADAVIA AV. 8270,FLORESTA,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4813012487974 -34.6335696546658),RIVADAVIA AV. 8351,FLORESTA,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4824907400641 -34.6340755105199),RIVADAVIA AV. 8422,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4838574276699 -34.6341574802961),RIVADAVIA AV. 8537,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4855093324102 -34.6348551456917),RIVADAVIA AV. 8644,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4889203397546 -34.6353725331633),RIVADAVIA AV. 8871,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4900420760554 -34.6359350507687),RIVADAVIA AV. 8942,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.491529408012 -34.6362535922809),RIVADAVIA AV. 9020,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4927343298648 -34.6363269376606),RIVADAVIA AV. 9131,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4945436605921 -34.6366602100196),RIVADAVIA AV. 9263,VILLA LURO,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4963757543352 -34.6377448512136),DONIZETTI 48,VILLA LURO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4973948860514 -34.6370475265666),RIVADAVIA AV. 9459,VILLA LURO,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4991167458747 -34.63748766126),RIVADAVIA AV. 9588,VILLA LURO,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5004948087291 -34.6374779173967),RIVADAVIA AV. 9669,VILLA LURO,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5012370257081 -34.6377865162655),RIVADAVIA AV. 9720,VILLA LURO,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5026076546571 -34.6377791051361),RIVADAVIA AV. 9829,VILLA LURO,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5043165251854 -34.6382484887413),RIVADAVIA AV. 9990,VILLA LURO,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5053149197803 -34.6381959955537),RIVADAVIA AV. 10065,VILLA LURO,10,Papel / Cartón.n / Pl,Los materiales deben estar limpios y secos
POINT (-58.5068302267773 -34.6386609728277),RIVADAVIA AV. 10172,VILLA LURO,10,Papel / Cartón.n / Pl,Los materiales deben estar limpios y secos
POINT (-58.5078232249593 -34.6386169699885),RIVADAVIA AV. 10227,VILLA LURO,10,Papel / Cartón.n / Pl,Los materiales deben estar limpios y secos
POINT (-58.5094276898375 -34.6391172507716),RIVADAVIA AV. 10328,VILLA LURO,10,Papel / Cartón.n / Pl,Los materiales deben estar limpios y secos
POINT (-58.4359292884683 -34.6544627279985),RIVERA INDARTE AV. 2710,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4334319913894 -34.656918659864),RIVERA INDARTE AV. 2996,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4319875150647 -34.65837595167),RIVERA INDARTE AV. 3208,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4295987714091 -34.6610435552428),RIVERA INDARTE AV. 3511,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4288535496142 -34.661961107528),RIVERA INDARTE AV. 3611,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.452462486604 -34.6417041632654),ROBERTSON 1194,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4248938988201 -34.5991883470229),ROCAMORA 4286,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4273629396149 -34.5991859419916),ROCAMORA 4452,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3638744142012 -34.641028057902),ROCHA 971,BOCA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3722925881987 -34.6422428358078),ROCHA 1583,BARRACAS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5092643291336 -34.6108099615268),SEGUROLA AV. 2808,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5114142562968 -34.6080409850428),SEGUROLA AV. 3118,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4402394981931 -34.595025106095),SERRANO 669,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4383674664908 -34.5939045162662),SERRANO 841,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4362990415176 -34.5926674423482),SERRANO 1029,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4948659754998 -34.5986023133454),SIMBRON 3084,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4977820683139 -34.6002229797215),SIMBRON 3293,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5035978989612 -34.603553489799),SIMBRON 3727,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.506619379979 -34.6053083607991),SIMBRON 3993,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5092215016708 -34.60700761398),SIMBRON 4230,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5122688438442 -34.6088654972323),SIMBRON 4473,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5157696044575 -34.6112075298847),SIMBRON 4756,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5187423278702 -34.6131740141158),SIMBRON 5041,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.521157510051 -34.6155492519738),SIMBRON 5247,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4132154596747 -34.6571645557363),ROMERO 996,NUEVA POMPEYA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4089765600839 -34.6365785790763),RONDEAU 3191,PARQUE PATRICIOS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4303283072016 -34.6184869338128),ROSARIO 127,CABALLITO,6,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4394938447582 -34.6203440268009),ROSARIO 751,CABALLITO,6,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.462673345089 -34.5817566664579),ROSETI 1457,VILLA ORTUZAR,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4653962950312 -34.581676859985),ROSETI 1645,VILLA ORTUZAR,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4677331535995 -34.5816072342768),ROSETI 1827,VILLA ORTUZAR,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4703286963073 -34.5815446598598),ROSETI 2055,VILLA ORTUZAR,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5199711876038 -34.6263334351452),RUIZ DE LOS LLANOS 1370,VERSALLES,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3705267929763 -34.6385012102182),RUY DIAZ DE GUZMAN 823,BARRACAS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4160194564708 -34.6392422075158),SAENZ AV. 30,NUEVA POMPEYA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4162619334812 -34.6447749237262),SAENZ AV. 461,NUEVA POMPEYA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5253714613938 -34.6547616909206),SALADILLO 1190,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.524604060656 -34.6554474948987),SALADILLO 1265,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5223363285595 -34.6571215757619),SALADILLO 1411,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.513428822346 -34.6637946290608),SALADILLO 2270,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5075620682756 -34.6682410978375),SALADILLO 2686,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5058067457197 -34.6695714616321),SALADILLO 2838,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4809973501001 -34.6883940030494),SALADILLO 4991,VILLA RIACHUELO,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4786917602939 -34.6901326681537),SALADILLO 5183,VILLA RIACHUELO,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4766893748656 -34.6916539698324),SALADILLO 5341,VILLA RIACHUELO,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4726955424817 -34.6946788364387),SALADILLO 5693,VILLA RIACHUELO,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4570227974593 -34.6016247654314),SUNCHALES 883,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4304543429723 -34.6320963779865),SALAS 345,PARQUE CHACABUCO,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4027445045091 -34.6313873278297),SALCEDO 2752,PARQUE PATRICIOS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4823574346632 -34.5483142906983),SUPERI 4327,SAAVEDRA,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4836144977635 -34.5466497462794),SUPERI 4555,SAAVEDRA,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4852610640108 -34.5444836496574),SUPERI 4837,SAAVEDRA,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4291676459132 -34.6437207365658),SALVIGNY 1290,NUEVA POMPEYA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4333247700669 -34.6444180239742),SALVIGNY 1567,PARQUE CHACABUCO,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4941724332847 -34.6197346162977),SAN BLAS 4089,FLORESTA,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4954503920807 -34.6207892891121),SAN BLAS 4217,FLORESTA,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4996087820103 -34.6233080303228),SAN BLAS 4593,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5033333868092 -34.6256148712188),SAN BLAS 4855,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5051286656176 -34.6272147261388),SAN BLAS 5007,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5078137296796 -34.6296347246603),SAN BLAS 5275,VILLA LURO,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.510638879216 -34.6321496194208),SAN BLAS 5545,VILLA LURO,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4010775025275 -34.6237289963112),SAN JUAN AV. 2560,SAN CRISTOBAL,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4078121199721 -34.6245601667249),SAN JUAN AV. 3038,SAN CRISTOBAL,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4116847558773 -34.625004260921),SAN JUAN AV. 3278,SAN CRISTOBAL,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4025699125321 -34.6001124820642),SAN LUIS 2510,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4067994968004 -34.5996631418226),SAN LUIS 2948,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4095270803625 -34.5995060025762),SAN LUIS 3140,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4432185403032 -34.6573345349344),SAN PEDRITO 2661,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.490125924185 -34.5988529202),TERRADA 3178,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4909893638195 -34.5975863978515),TERRADA 3314,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4934880931932 -34.5938726527182),TERRADA 3569,AGRONOMIA,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4954637851983 -34.5916910710366),TERRADA 3847,AGRONOMIA,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4975528260851 -34.5893795702718),TERRADA 4181,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4989311014452 -34.5880160135486),TERRADA 4390,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4999982591474 -34.5866707192595),TERRADA 4557,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5005959342462 -34.5860131050221),TERRADA 4647,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5028977262177 -34.5834728021223),TERRADA 4931,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5044333175245 -34.5817814107595),TERRADA 5173,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4729956018482 -34.6023546859646),TERRERO 2555,PATERNAL,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4776983306647 -34.6019593773746),TERRERO 3079,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4799005117135 -34.6031886333418),TERRERO 3261,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4401606891118 -34.5935226176877),THAMES 778,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4356051932303 -34.5909272112453),THAMES 1188,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4376617546554 -34.6617616005003),SAN PEDRITO 3195,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4727434581234 -34.6419703828865),SAN PEDRO 3819,PARQUE AVELLANEDA,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
