ID,OBJETO_OBRA,CANTIDAD_OBJETOS,MATERIAL,DENOMINACION_SIMBOLIZA,AUTORES,UBICACION,OBSERVACIONES,DIRECCION_NORMALIZADA,CALLE,ALTURA,BARRIO,COMUNA,CODIGA_POSTAL,CODIGO_POSTAL_ARGENTINO,LATITUD,LONGITUD,,,,,,,
940,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,PASEO REPUBLICA DE FILIPINAS,PASEO REPUBLICA DE FILIPINAS,DE LOS INCAS AV. Y FOREST AV.,DE LOS INCAS AV.,,COLEGIALES,COMUNA 13,,,-34.57510296,-58.46318821,,,,,,,
941,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,JARDIN ZOOLOGICO,JARDIN ZOOLOGICO,SARMIENTO 2601,SARMIENTO,2601,BALVANERA,COMUNA 3,1045,C1045ABC,-34.60634337,-58.40364251,,,,,,,
942,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,JARDIN ZOOLOGICO,JARDIN ZOOLOGICO,SARMIENTO 2601,SARMIENTO,2601,BALVANERA,COMUNA 3,1045,C1045ABC,-34.60634337,-58.40364251,,,,,,,
943,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,AVDAS ADOLFO BERRO E INT CASARES,AVDAS ADOLFO BERRO E INT CASARES,BERRO, ADOLFO AV. Y CASARES AV.,BERRO, ADOLFO AV.,,PALERMO,COMUNA 14,,,-34.57525159,-58.40822028,,,,,
944,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. AL GRL. J.M. DE PUEYRREDON,,PLAZA GRAL JUAN M DE PUEYRREDON,PLAZA GRAL JUAN M DE PUEYRREDON,YERBAL 2450,YERBAL,2450,FLORES,COMUNA 7,1406,C1406GKD,-34.62795955,-58.46419499,,,,,,,
945,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA OBRA 1886,,PLAZA GRAL JUAN M DE PUEYRREDON,PLAZA GRAL JUAN M DE PUEYRREDON,YERBAL 2450,YERBAL,2450,FLORES,COMUNA 7,1406,C1406GKD,-34.62795955,-58.46419499,,,,,,,
946,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,AV LAS HERAS Y AGUERO,AV LAS HERAS Y AGUERO,LAS HERAS GENERAL AV. Y AGUERO,LAS HERAS GENERAL AV.,,RECOLETA,COMUNA 2,,,-34.58575913,-58.39911954,,,,,,,
948,MASTIL,1,GRANITO E HIERRO,HJE. A LA BANDERA,M.O.A.,PARQUE LEONARDO PEREIRA,PARQUE LEONARDO PEREIRA,IRIARTE, GRAL. AV. Y VELEZ SARSFIELD AV.,IRIARTE, GRAL. AV.,,BARRACAS,COMUNA 4,,,-34.65116881,-58.38901343,,,,,
949,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA OBRA 1885,,PLAZA GRAL JUAN M DE PUEYRREDON,PLAZA GRAL JUAN M DE PUEYRREDON,YERBAL 2450,YERBAL,2450,FLORES,COMUNA 7,1406,C1406GKD,-34.62795955,-58.46419499,,,,,,,
950,PLACA,1,MARMOL,HJE. AL INT. FRANCISCO RABANAL,M.O.A.,AVDAS CENTENERA Y RABANAL,AVDAS CENTENERA Y RABANAL,BARCO CENTENERA DEL Y RABANAL, FRANCISCO, INTENDENTE AV.,BARCO CENTENERA DEL,,NUEVA POMPEYA,COMUNA 4,,,-34.65522225,-58.41827989,,,,,
954,PLACA,1,BRONCE,HJE. A VITO DUMAS,M.O.A.,PARQUE BALNEARIO SUR,PARQUE BALNEARIO SUR,PAZ, GRAL. AV. 16802,PAZ, GRAL. AV.,16802,VILLA RIACHUELO,COMUNA 8,1439,C1439HNO,-34.69801445,-58.46981073,,,,,
955,PLACA,1,CEMENTO PATINADO,HJE.A HECTOR OESTERHELD,M.O.A.,CANTERO CENTRAL HECTOR OESTERHEL,CANTERO CENTRAL HECTOR OESTERHEL,,,,,,,,,,,,,,,,
957,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA OBRA 1888,,PLAZA GRAL JUAN M DE PUEYRREDON,PLAZA GRAL JUAN M DE PUEYRREDON,YERBAL 2450,YERBAL,2450,FLORES,COMUNA 7,1406,C1406GKD,-34.62795955,-58.46419499,,,,,,,
958,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.AL BARRIO DE FLORES,,PLAZA GRAL JUAN M DE PUEYRREDON,PLAZA GRAL JUAN M DE PUEYRREDON,YERBAL 2450,YERBAL,2450,FLORES,COMUNA 7,1406,C1406GKD,-34.62795955,-58.46419499,,,,,,,
959,TEMPLETE,1,MAMPOSTERIA Y MAYOLICA,HJE. A LA VIRGEN DE LUJAN,,PLAZA GRAL JUAN M DE PUEYRREDON,PLAZA GRAL JUAN M DE PUEYRREDON,YERBAL 2450,YERBAL,2450,FLORES,COMUNA 7,1406,C1406GKD,-34.62795955,-58.46419499,,,,,,,
962,PLACA,1,CEMENTO PATINADO,HJE. AL ALTE. G. BROWN,M.O.A.,PZTA JOSE RAZZANO,PZTA JOSE RAZZANO,,,,,,,,,,,,,,,,
963,PLACA,1,CEMENTO PATINADO,HJE. AL ALTE. G. BROWN,M.O.A.,PZTA JOSE RAZZANO,PZTA JOSE RAZZANO,,,,,,,,,,,,,,,,
964,PLACA,1,CEMENTO PATINADO,HJE. AL ALTE. G. BROWN,M.O.A.,PZTA JOSE RAZZANO,PZTA JOSE RAZZANO,,,,,,,,,,,,,,,,
965,PLACA,1,CEMENTO PATINADO,NOMENCLATURA MTO.AL ALTE. G. BROWN,M.O.A.,PZTA JOSE RAZZANO,PZTA JOSE RAZZANO,,,,,,,,,,,,,,,,
966,MASTIL,1,HIERRO Y MAMPOSTERIA,HOMENAJE A LA BANDERA,D.A.O.M.,PLAZA GRAND BOURG,PLAZA GRAND BOURG,CASTILLA, RAMON, MARISCAL 2891,CASTILLA, RAMON, MARISCAL,2891,PALERMO,COMUNA 14,1425,C1425DZC,-34.58010447,-58.40010106,,,
967,PLACA,1,CEMENTO PATINADO,NOMENCLATURA MTO.HJE. A LA DEMOCRACIA,M.O.A.,PZTA PROVINCIA DE TUCUMAN,PZTA PROVINCIA DE TUCUMAN,,,,,,,,,,,,,,,,
968,PLACA Y MONOLITO,1,BRONCE Y GRANITO,PIEDRA FUNDAMENTAL INST.SANMARTINIANO,SOLARI, JULIO,PLAZA GRAND BOURG,PLAZA GRAND BOURG,CASTILLA, RAMON, MARISCAL 2891,CASTILLA, RAMON, MARISCAL,2891,PALERMO,COMUNA 14,1425,C1425DZC,-34.58010447,-58.40010106,,
969,PLACA,1,CEMENTO PATINADO,NOMENCLATURA MTO. A L.N. ALEM,M.O.A.,PZTA AZUCENA MAIZANI,PZTA AZUCENA MAIZANI,DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.,DEL LIBERTADOR AV.,,RETIRO,COMUNA 1,,,-34.59265225,-58.37544732,,,,,
970,PLACA,1,BRONCE,NOMENCLATURA OBRA 2377,D.G.O.M.,PLAZA GRECIA,PLAZA GRECIA,FIGUEROA ALCORTA, PRES. AV. Y AUSTRIA,FIGUEROA ALCORTA, PRES. AV.,,RECOLETA,COMUNA 2,,,-34.58167284,-58.39599191,,,,,
971,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A LOS LIBRES DEL SUR,D.G.O.M.,PLAZA GRECIA,PLAZA GRECIA,,,,,,,,,,,,,,,,
972,PLACA Y MONOLITO,1,FIBRA POLIESTER Y MAMPOSTE,HJE. PROF. IRENE BERNASCONI,M.O.A.,C CENTRAL IRENE BERNASCONI,C CENTRAL IRENE BERNASCONI,RABANAL, FRANCISCO, INTENDENTE AV. 3151,RABANAL, FRANCISCO, INTENDENTE AV.,3151,VILLA SOLDATI,COMUNA 8,1437,C1437FQF,-34.66430359,-58.43870018,,,
973,FIGURA,1,BRONCE,AGUILA,MENEGAKI, FROSO,PLAZA GRECIA,PLAZA GRECIA,,,,,,,,,,,,,,,
974,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. A ADELINA N. GARGIULO,M.O.A.,PZTA SAN FRANCISCO,PZTA SAN FRANCISCO,ALSINA, ADOLFO Y DEFENSA,ALSINA, ADOLFO,,MONSERRAT,COMUNA 1,,,-34.61014134,-58.37206064,,,,,
975,ESTATUA,1,BRONCE Y GRANITO,POSEIDON,REPRODUCCION,PLAZA GRECIA,PLAZA GRECIA,,,,,,,,,,,,,,,,
976,PLACA,1,BRONCE,HJE. CIUDAD DE BUENOS AIRES,,PLAZA GRECIA,PLAZA GRECIA,FIGUEROA ALCORTA, PRES. AV. Y AUSTRIA,FIGUEROA ALCORTA, PRES. AV.,,RECOLETA,COMUNA 2,,,-34.58167284,-58.39599191,,,,,
977,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. A MARTIRES DE CHICAGO,,PLAZA GRECIA,PLAZA GRECIA,,,,,,,,,,,,,,,,
978,PLACA Y MONOLITO,1,CEMENTO Y MAMPOSTERIA,NOMENCLATURA DE PLAZOLETA,M.O.A.,PZTA GASPAR XUAREZ,PZTA GASPAR XUAREZ,DEL LIBERTADOR AV. Y SOLDADO DE LA INDEPENDENCIA,DEL LIBERTADOR AV.,,BELGRANO,COMUNA 13,,,-34.56171632,-58.4433724,,,,,,,
979,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZA,D.O.M.,PLAZA GUILLERMO HUDSON,PLAZA GUILLERMO HUDSON,,,,,,,,,,,,,,,,
980,PLACA Y MONOLITO,1,CEMENTO PATINADO,HJE.AL 100*ANIV.DEL JARDIN ZOOLOGICO,M.O.A.,JARDIN ZOOLOGICO,JARDIN ZOOLOGICO,SARMIENTO 2601,SARMIENTO,2601,BALVANERA,COMUNA 3,1045,C1045ABC,-34.60634337,-58.40364251,,,,,,,
981,MASTIL,1,MAMPOSTERIA E HIERRO,HOMENAJE A LA BANDERA,DONACION U. VECINAL,PLAZA HENRY DUNANT,PLAZA HENRY DUNANT,PRIMERA JUNTA 5145,PRIMERA JUNTA,5145,MATADEROS,COMUNA 9,1440,C1440BPE,-34.65802235,-58.48212851,,,,,,,
982,PLACA,1,BRONCE,HOMENAJE A LA BANDERA,,PLAZA HENRY DUNANT,PLAZA HENRY DUNANT,PRIMERA JUNTA 5145,PRIMERA JUNTA,5145,MATADEROS,COMUNA 9,1440,C1440BPE,-34.65802235,-58.48212851,,,,,,,
983,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZA,,PLAZA HENRY DUNANT,PLAZA HENRY DUNANT,PRIMERA JUNTA 5145,PRIMERA JUNTA,5145,MATADEROS,COMUNA 9,1440,C1440BPE,-34.65802235,-58.48212851,,,,,,,
984,MONUMENTO,1,GRANITO Y BRONCE,JUAN LARREA,DRESCO, ARTURO,PLAZA HERRERA,PLAZA HERRERA,HERRERA Y QUINQUELA MARTIN, BENITO,HERRERA,,BARRACAS,COMUNA 4,,,-34.64369063,-58.37623364,,,,,
985,MONUMENTO,1,BRONCE Y MAMPOSTERIA,PAUL PIERCE HARRYS,ARGENTO, JORGE,PLAZA HOLANDA,PLAZA HOLANDA,DEL LIBERTADOR AV. 3601,DEL LIBERTADOR AV.,3601,PALERMO,COMUNA 14,1425,C1425ABJ,-34.57296046,-58.41922807,,,,,,
986,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,PIEDRA FUND. MAUSOLEO SARMIENTO,M.O.A.,JARDIN DE LOS MAESTROS,JARDIN DE LOS MAESTROS,PIZZURNO 935,PIZZURNO,935,RECOLETA,COMUNA 2,1020,C1020ACA,-34.59810474,-58.39118467,,,,,,,
987,FIGURA,1,BRONCE,LEON CON SU CAZA,CAIN, N.,PLAZA HOLANDA,PLAZA HOLANDA,DEL LIBERTADOR AV. 3601,DEL LIBERTADOR AV.,3601,PALERMO,COMUNA 14,1425,C1425ABJ,-34.57296046,-58.41922807,,,,,,
988,FIGURA,1,BRONCE,LEONA CON SU CRIA,CAIN, N.,PLAZA HOLANDA,PLAZA HOLANDA,DEL LIBERTADOR AV. 3601,DEL LIBERTADOR AV.,3601,PALERMO,COMUNA 14,1425,C1425ABJ,-34.57296046,-58.41922807,,,,,,
989,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA PLAZA,D.G.O.P.,PLAZA HOLANDA,PLAZA HOLANDA,DEL LIBERTADOR AV. 3601,DEL LIBERTADOR AV.,3601,PALERMO,COMUNA 14,1425,C1425ABJ,-34.57296046,-58.41922807,,,,,,,
995,PLACAS,2,BRONCE,HJE. A PAQUITA BERNARDO,D.G.O.P.,PLAZA HOMONIMA,PLAZA HOMONIMA,,,,,,,,,,,,,,,,
996,ANTENA,1,HIERRO,HJES. A LA BANDERA,,PLAZA HUNGRIA,PLAZA HUNGRIA,GOYENECHE, ROBERTO PARQUE AV. 4501,GOYENECHE, ROBERTO PARQUE AV.,4501,SAAVEDRA,COMUNA 12,,,-34.55108789,-58.49104362,,,,,
997,FIGURA,1,MAMPOSTERIA,EL CONDOR,M.O.A.,DIREC GRAL DE ABASTECIMIENTO,DIREC GRAL DE ABASTECIMIENTO,CERRITO 36,CERRITO,36,SAN NICOLAS,COMUNA 1,1010,C1010AAB,-34.60798777,-58.38204591,,,,,,,
998,PLACA CON RELIEVE,1,CEMENTO,VELERO LEGH 11,M.O.A.,PARQUE BALNEARIO SUR,PARQUE BALNEARIO SUR,PAZ, GRAL. AV. 16802,PAZ, GRAL. AV.,16802,VILLA RIACHUELO,COMUNA 8,1439,C1439HNO,-34.69801445,-58.46981073,,,,,
999,MONUMENTO,1,BRONCE Y GRANITO,GENERAL CARLOS MARIA DE ALVEAR,BOURDELLE, ANTONIO,PLAZA INTENDENTE ALVEAR,PLAZA INTENDENTE ALVEAR,DEL LIBERTADOR AV. 1400,DEL LIBERTADOR AV.,1400,RECOLETA,COMUNA 2,1112,C1112ABQ,-34.58475991,-58.39170453,,,,,,
1000,PLACA,1,BRONCE,NOMENCLATURA OBRA 87,M.O.A. Y D.G.O.M.,PZTA ALFREDO RIVAS,PZTA ALFREDO RIVAS,CHICLANA AV. 2802,CHICLANA AV.,2802,SAN CRISTOBAL,COMUNA 3,1259,C1259AAN,-34.62762017,-58.403994,,,,,,,
1001,PLACA,1,ACERO INOXIDABLE,NOMENCLATURA OBRA 183,D.A.O.M.,PLAZA INTENDENTE ALVEAR,PLAZA INTENDENTE ALVEAR,DEL LIBERTADOR AV. 1400,DEL LIBERTADOR AV.,1400,RECOLETA,COMUNA 2,1112,C1112ABQ,-34.58475991,-58.39170453,,,,,,,
1002,BUSTO,1,BRONCE,DOMINGO FAUSTINO SARMIENTO,M.O.A. Y D.A.O.M.,PARQUE SARMIENTO,PARQUE SARMIENTO,BALBIN, RICARDO, DR. AV. 4750,BALBIN, RICARDO, DR. AV.,4750,SAAVEDRA,COMUNA 12,1430,C1430ABS,-34.55312458,-58.49828737,,,
1003,MASTIL,1,HIERRO Y MAMPOSTERIA,HOMENAJE A LA BANDERA,M.O.A. Y D.A.O.M.,ESTADIO DEPORTIVO TRES DE FEBRERO,ESTADIO DEPORTIVO TRES DE FEBRERO,,,,,,,,,,,,,,,,
1004,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA OBRA 45,M.O.A. Y D.A.O.M.,PZTA FALUCHO,PZTA FALUCHO,SANTA FE AV. Y DRESCO, ARTURO ANTONIO,SANTA FE AV.,,PALERMO,COMUNA 14,,,-34.57726337,-58.42931077,,,,,,
1005,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A CARLOS MARIA DE ALVEAR,D.G.M.,PLAZA INTENDENTE ALVEAR,PLAZA INTENDENTE ALVEAR,DEL LIBERTADOR AV. 1400,DEL LIBERTADOR AV.,1400,RECOLETA,COMUNA 2,1112,C1112ABQ,-34.58475991,-58.39170453,,,,,,,
1006,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZOLETA,M.O.A. Y D.A.O.M.,PZTA PEDRO ZANNI,PZTA PEDRO ZANNI,,,,,,,,,,,,,,,,
1007,ANTENA Y PANTALLA,1,HIERRO Y MAMPOSTERIA,HJE.AL TENIENTE GENERAL E. LONARDI,D.G.O.M.,PLAZA INTENDENTE ALVEAR,PLAZA INTENDENTE ALVEAR,DEL LIBERTADOR AV. 1400,DEL LIBERTADOR AV.,1400,RECOLETA,COMUNA 2,1112,C1112ABQ,-34.58475991,-58.39170453,,,,,,,
1008,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZOLETA,M.O.A. Y D.A.O.M.,PZTA PORTUGAL,PZTA PORTUGAL,CRAMER 1600,CRAMER,1600,COLEGIALES,COMUNA 13,1426,C1426AOH,-34.57028847,-58.45612374,,,,,,,
1009,ESTATUA,1,BRONCE,EL HOMBRE PARLANTE,DRIVIER, LEON ERNESTO,PLAZA INTENDENTE ALVEAR,PLAZA INTENDENTE ALVEAR,DEL LIBERTADOR AV. 1400,DEL LIBERTADOR AV.,1400,RECOLETA,COMUNA 2,1112,C1112ABQ,-34.58475991,-58.39170453,,,,,,
1010,ESCULTURA,1,PIEDRA,PIEDRA X 3,ESTELA, OMAR DARIO,PLAZA INTENDENTE ALVEAR,PLAZA INTENDENTE ALVEAR,DEL LIBERTADOR AV. 1400,DEL LIBERTADOR AV.,1400,RECOLETA,COMUNA 2,1112,C1112ABQ,-34.58475991,-58.39170453,,,,,,
1011,MONUMENTO,1,CEMENTO PATINADO Y GRANITO,HJE. A MARCELO T. DE ALVEAR,IRALA, GERSON ERIC,PLAZA INTENDENTE ALVEAR,PLAZA INTENDENTE ALVEAR,DEL LIBERTADOR AV. 1400,DEL LIBERTADOR AV.,1400,RECOLETA,COMUNA 2,1112,C1112ABQ,-34.58475991,-58.39170453,,,,,,
1013,MONUMENTO,1,BRONCE Y MARMOL,TORCUATO DE ALVEAR,LAUER,PLAZA INTENDENTE ALVEAR,PLAZA INTENDENTE ALVEAR,DEL LIBERTADOR AV. 1400,DEL LIBERTADOR AV.,1400,RECOLETA,COMUNA 2,1112,C1112ABQ,-34.58475991,-58.39170453,,,,,,,
1016,BUSTO,1,BRONCE,BENITO PEREZ GALDOS,MACHO, VICTORIO,JARDIN DE LOS POETAS,JARDIN DE LOS POETAS,ISABEL, INFANTA AV. 900,ISABEL, INFANTA AV.,900,PALERMO,COMUNA 14,1425,C1425CHA,-34.5700668,-58.42048287,,,,
1017,ESTATUA,1,BRONCE,EL LE?ADOR,MAMMUX, N,MINISTERIO DE AGRICULTURA,MINISTERIO DE AGRICULTURA,PASEO COLON AV. 982,PASEO COLON AV.,982,SAN TELMO,COMUNA 1,1063,C1063ACW,-34.61883631,-58.36848366,,,,,,
1021,BUSTO,1,BRONCE,TENIENTE GENERAL EDUARDO LONARDI,SCARPATO, ANTONIO,PLAZA INTENDENTE ALVEAR,PLAZA INTENDENTE ALVEAR,DEL LIBERTADOR AV. 1400,DEL LIBERTADOR AV.,1400,RECOLETA,COMUNA 2,1112,C1112ABQ,-34.58475991,-58.39170453,,,,,,
1023,FUENTE,1,HIERRO Y MAMPOSTERIA,MOTIVO DECORATIVO,,PLAZA INTENDENTE ALVEAR,PLAZA INTENDENTE ALVEAR,DEL LIBERTADOR AV. 1400,DEL LIBERTADOR AV.,1400,RECOLETA,COMUNA 2,1112,C1112ABQ,-34.58475991,-58.39170453,,,,,,,
1024,PLACA,1,BRONCE,HJE.A CARLOS MARIA DE ALVEAR,,PLAZA INTENDENTE ALVEAR,PLAZA INTENDENTE ALVEAR,DEL LIBERTADOR AV. 1400,DEL LIBERTADOR AV.,1400,RECOLETA,COMUNA 2,1112,C1112ABQ,-34.58475991,-58.39170453,,,,,,,
1026,PLACA,1,BRONCE,INAUGURACION MTO.AL GRL .ALVEAR,,PLAZA INTENDENTE ALVEAR,PLAZA INTENDENTE ALVEAR,DEL LIBERTADOR AV. 1400,DEL LIBERTADOR AV.,1400,RECOLETA,COMUNA 2,1112,C1112ABQ,-34.58475991,-58.39170453,,,,,,,
1027,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A VENCEDORES DE ITUZAINGO,,PLAZA INTENDENTE ALVEAR,PLAZA INTENDENTE ALVEAR,DEL LIBERTADOR AV. 1400,DEL LIBERTADOR AV.,1400,RECOLETA,COMUNA 2,1112,C1112ABQ,-34.58475991,-58.39170453,,,,,,,
1028,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A VENCEDORES DE ITUZAINGO,,PLAZA INTENDENTE ALVEAR,PLAZA INTENDENTE ALVEAR,DEL LIBERTADOR AV. 1400,DEL LIBERTADOR AV.,1400,RECOLETA,COMUNA 2,1112,C1112ABQ,-34.58475991,-58.39170453,,,,,,,
1030,ESCULTURA Y BASE,1,BRONCE Y MARMOL,LA HUMANIDAD Y LAS NACIONES UNIDAS,MINUJIN, MARTA,PARQUE CARLOS THAYS,PARQUE CARLOS THAYS,DEL LIBERTADOR AV. Y CALLAO AV.,DEL LIBERTADOR AV.,,RECOLETA,COMUNA 2,,,-34.58658516,-58.3858523,,,,,,
1031,MONUMENTO,1,HORMIGON ARMADO,GUARDACOSTAS,MIRWALD, ANDRES,AV DE LOS ITALIANOS Y A VILLAFL,AV DE LOS ITALIANOS Y A VILLAFLOR,DE LOS ITALIANOS AV. Y VILLAFLOR, AZUCENA,DE LOS ITALIANOS AV.,,PUERTO MADERO,COMUNA 1,,,-34.61147935,-58.35913945,,,,,
1033,PLACAS,2,BRONCE,HJES.A DON TORCUATO DE ALVEAR,,PLAZA INTENDENTE ALVEAR,PLAZA INTENDENTE ALVEAR,DEL LIBERTADOR AV. 1400,DEL LIBERTADOR AV.,1400,RECOLETA,COMUNA 2,1112,C1112ABQ,-34.58475991,-58.39170453,,,,,,,
1040,RELOJ TORRE DE CUAT,1,,,MOTIVOS DECORATIVOS,AV COBO Y CURAPALIGUE,AV COBO Y CURAPALIGUE,COBO AV. Y CURAPALIGUE,COBO AV.,,FLORES,COMUNA 7,,,-34.64357233,-58.44147698,,,,,,,
1041,FAROLA,2,,HIERRO Y MAMPOSTERIA,MOTIVOS DECORATIVOS,ROSEDAL,ROSEDAL,ISABEL, INFANTA AV. 900,ISABEL, INFANTA AV.,900,PALERMO,COMUNA 14,1425,C1425CHA,-34.5700668,-58.42048287,,,,,
1042,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. A LA REPUBLICA ARABE SIRIA,,PLAZA INTENDENTE CASARES,PLAZA INTENDENTE CASARES,REPUBLICA ARABE SIRIA 2510,REPUBLICA ARABE SIRIA,2510,PALERMO,COMUNA 14,1425,C1425EYB,-34.58455261,-58.41667738,,,,,,,
1044,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA OBRA 117,D.O.M. Y M.O.A.,PLAZA INTENDENTE SEEBER,PLAZA INTENDENTE SEEBER,SARMIENTO AV. 3091,SARMIENTO AV.,3091,PALERMO,COMUNA 14,1425,C1425FGE,-34.57748841,-58.41725851,,,,,,,
1046,FIGURA,1,BRONCE,CIERVO,LE QUS, M.,PLAZA INTENDENTE SEEBER,PLAZA INTENDENTE SEEBER,SARMIENTO AV. 3091,SARMIENTO AV.,3091,PALERMO,COMUNA 14,1425,C1425FGE,-34.57748841,-58.41725851,,,,,,
1047,ESCULTURA,1,HIERRO,JUNTOS HACIA LA MEDIA ASTA RESTANTE,NANNI, FABIAN,PASEO DE LA PAZ,PASEO DE LA PAZ,HOLMBERG 2410,HOLMBERG,2410,VILLA URQUIZA,COMUNA 12,1430,C1430DOT,-34.56953039,-58.47670182,,,,,,
1048,FIGURA,1,BRONCE,CIERVO,LECAUTIER,PLAZA INTENDENTE SEEBER,PLAZA INTENDENTE SEEBER,SARMIENTO AV. 3091,SARMIENTO AV.,3091,PALERMO,COMUNA 14,1425,C1425FGE,-34.57748841,-58.41725851,,,,,,,
1050,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A JORGE NEWBERY,,PLAZA INTENDENTE SEEBER,PLAZA INTENDENTE SEEBER,SARMIENTO AV. 3091,SARMIENTO AV.,3091,PALERMO,COMUNA 14,1425,C1425FGE,-34.57748841,-58.41725851,,,,,,,
1051,RELOJ SOLAR,1,,MOTIVO DECORATIVO,NATIONAL PANASONIC,PZA GRAL MARTIN M DE GUEMES,PZA GRAL MARTIN M DE GUEMES,SALGUERO, JERONIMO Y CHARCAS,SALGUERO, JERONIMO,,PALERMO,COMUNA 14,,,-34.58915227,-58.41575452,,,,,
1052,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. A FRANCISCO SEEBER,,PLAZA INTENDENTE SEEBER,PLAZA INTENDENTE SEEBER,SARMIENTO AV. 3091,SARMIENTO AV.,3091,PALERMO,COMUNA 14,1425,C1425FGE,-34.57748841,-58.41725851,,,,,,,
1055,TEMPLETE,1,MAMPOSTERIA,MOTIVO DECORATIVO,,PLAZA INTENDENTE SEEBER,PLAZA INTENDENTE SEEBER,SARMIENTO AV. 3091,SARMIENTO AV.,3091,PALERMO,COMUNA 14,1425,C1425FGE,-34.57748841,-58.41725851,,,,,,,
1057,ESTATUA,1,MARMOL,EL OTO?O,OBRA DE REPRODUCCION,MUSEO DE LA CIUDAD,MUSEO DE LA CIUDAD,DEFENSA 223,DEFENSA,223,MONSERRAT,COMUNA 1,1065,C1065AAC,-34.61044474,-58.37207897,,,,,,,
1061,ESTATUA,1,MARMOL,LA FE,GUILLAUME, EUGENIO,PLAZA IRLANDA,PLAZA IRLANDA,ALVAREZ, DONATO, TTE. GRAL. 1001,ALVAREZ, DONATO, TTE. GRAL.,1001,CABALLITO,COMUNA 6,1406,C1406BOI,-34.61484553,-58.45890559,,
1064,MONUMENTO,1,BRONCE Y MARMOL,DN. PEDRO DE MENDOZA,OLIVA NAVARRO, JUAN,PARQUE LEZAMA,PARQUE LEZAMA,PASEO COLON AV. 1503,PASEO COLON AV.,1503,BOCA,COMUNA 4,1063,C1063ADC,-34.62520922,-58.36797836,,,,,,
1066,FIGURA Y COLUMNA,1,FIBROCEMENTO,HJE. A BOTICA DEL ANGEL,ORELLANA, ARNALDO J.,CANTERO CENTRAL PROVINCIA DE CHUBUT,CANTERO CENTRAL PROVINCIA DE CHUBUT,LIMA Y CHILE,LIMA,,MONSERRAT,COMUNA 1,,,-34.61648286,-58.38157144,,,,,,
1068,ESTATUA,1,HORMIGON PATINADO,BENITO QUINQUELA MARTIN,ORIANA, ANTONIO,PASEO DIPUTADO NACIONAL CARLOS BELLO,PASEO DIPUTADO NACIONAL CARLOS BELLO,DON PEDRO DE MENDOZA AV. Y BROWN, ALTE. AV.,DON PEDRO DE MENDOZA AV.,,BOCA,COMUNA 4,,,-34.6379501,-58.35726985,,,,,
1072,BUSTO,1,FIBROCEMENTO,EVA PERON,PAEZ TORRES, DOMINGO,AV MARTIN GARCIA Y PILCOMAYO,AV MARTIN GARCIA Y PILCOMAYO,GARCIA, MARTIN AV. Y REGIMIENTO DE PATRICIOS AV.,GARCIA, MARTIN AV.,,BARRACAS,COMUNA 4,,,-34.62948768,-58.37066544,,,,
1073,BUSTO,1,CEMENTO PATINADO,EVA PERON,PAEZ TORRES, DOMINGO,AV MARTIN GARCIA Y PILCOMAYO,AV MARTIN GARCIA Y PILCOMAYO,GARCIA, MARTIN AV. Y REGIMIENTO DE PATRICIOS AV.,GARCIA, MARTIN AV.,,BARRACAS,COMUNA 4,,,-34.62948768,-58.37066544,,,,
